target,precursor_ids,doi,year,type
Sr0.0667Ti0.2667Bi0.2667O1,"759,192,300",10.1016/j.ceramint.2011.05.014,2012,train
Na0.1667Ti0.3333Bi0.1667O1,"759,192,951",10.1016/j.jeurceramsoc.2017.11.040,2018,train
BaLaFeCuO5,"289,818,824,40",10.1016/j.ceramint.2011.09.037,2012,train
Fe0.5Ni0.25O1,"289,152",10.1016/j.ceramint.2011.08.061,2012,train
LiZnP3O9,"1005,253,220",10.1016/j.jssc.2018.03.032,2018,test
Li0.1111Zn0.1111P0.3333O1,"1005,253,220",10.1016/j.jssc.2018.03.032,2018,test
Sr0.1La0.2333Mn0.3333O1,"300,824,242",10.1016/s0925-8388(02)00325-0,2002,train
Ti0.3333Zn0.3333O1,"759,220",10.1016/j.ceramint.2005.09.011,2007,train
Ti0.3333Zn0.3333O1,"759,220",10.1016/j.ceramint.2005.09.011,2007,train
Yb2Zr2O7,"617,3",10.1016/j.scriptamat.2018.04.031,2018,test
Yb2Ce0.2Zr1.8O7,"617,3,412",10.1016/j.scriptamat.2018.04.031,2018,test
Yb2Ce0.6Zr1.4O7,"617,3,412",10.1016/j.scriptamat.2018.04.031,2018,test
Yb2CeZrO7,"617,3,412",10.1016/j.scriptamat.2018.04.031,2018,test
Mn24Ni54Ga22,"533,726,1011",10.1016/j.jallcom.2018.05.136,2018,train
Mn0.625Ga0.4583Ni1,"533,726,1011",10.1016/j.jallcom.2018.05.136,2018,train
Ba2MoFeO6,"289,40,208",10.1016/j.ceramint.2017.05.027,2017,train
Ba1.6Sr0.4MoFeO6,"752,289,40,208",10.1016/j.ceramint.2017.05.027,2017,train
Sr0.05La0.01Zr0.53Ti0.47Pb0.94O3,"824,3,759,926,300",10.1016/j.ceramint.2017.07.019,2017,train
Ba0.125Al0.25Si0.25O1,"746,671,40",10.1016/j.ceramint.2009.10.008,2010,train
Ba0.75Sr0.25Al2Si2O8,"746,671,300,40",10.1016/j.ceramint.2009.10.008,2010,train
Ba0.625Sr0.375Al2Si2O8,"746,671,300,40",10.1016/j.ceramint.2009.10.008,2010,train
SrEu0.01Al2O4,"300,671,226",10.1016/s0254-0584(02)00329-2,2003,train
CaZrTi2O7,"759,3,983",10.1016/j.ceramint.2018.04.191,2018,train
Gd2Ti2O7,"759,729",10.1016/j.ceramint.2018.04.191,2018,train
Dy0.2857Zr0.2857O1,"3,32",10.1016/j.ceramint.2014.03.129,2014,train
Dy0.25Y0.25Zr0.5O1.75,"3,865,32",10.1016/j.ceramint.2014.03.129,2014,train
Er0.4Si0.2O1,"746,735",10.1016/j.ceramint.2017.02.123,2017,train
GdCoO3,"729,291",10.1016/s0167-2738(99)00082-x,1999,train
GdMnO3,"729,567",10.1016/s0167-2738(99)00082-x,1999,train
GdCoO3,"729,291",10.1016/s0167-2738(99)00082-x,1999,train
GdMnO3,"729,567",10.1016/s0167-2738(99)00082-x,1999,train
Li3Ca0.04Mg1.96NbO6,"526,983,1005,835",10.1016/j.jallcom.2018.06.217,2018,val
Li3Ca0.16Mg1.84NbO6,"526,983,1005,835",10.1016/j.jallcom.2018.06.217,2018,val
Ba0.2833Ca0.05Ti0.3333O1,"759,40,983",10.1016/j.matdes.2017.07.063,2017,train
La0.07Zr0.59Ti0.393Pb0.93O3,"454,759,824,3",10.1016/s0925-8388(01)01966-1,2002,train
La0.3333Ti0.1667Co0.1667O1,"759,824,291",10.1016/j.jeurceramsoc.2018.05.004,2018,train
Sr0.1667La0.1667Co0.3333O1,"300,824,291",10.1016/j.jeurceramsoc.2018.05.004,2018,train
La0.3333Ti0.1667Co0.1667O1,"759,824,291",10.1016/j.jeurceramsoc.2018.05.004,2018,train
NaV0.3Co0.7PO4.3,"253,560,808,951",10.1016/j.jnoncrysol.2018.04.034,2018,test
NaV0.3Mn0.7PO4.3,"253,560,559,951",10.1016/j.jnoncrysol.2018.04.034,2018,test
NaV0.5Fe0.5PO4.5,"253,560,289,951",10.1016/j.jnoncrysol.2018.04.034,2018,test
LiMgPO4,"762,1005,360",10.1016/j.jallcom.2018.06.328,2018,train
Sr2MgGe2O7,"300,798,762",10.1016/j.jallcom.2018.05.264,2018,train
La0.3333Al0.3333O1,"671,824",10.1016/s0025-5408(99)00186-5,1999,train
Ti3FeCu3BiO12,"759,818,192,289",10.1016/j.ceramint.2014.11.037,2015,val
Ba0.5Cu0.5O1,"818,845",10.1016/s0921-5107(98)00138-x,1998,train
Ca0.6667Cu0.3333O1,"818,983",10.1016/s0921-5107(98)00138-x,1998,train
Li2Mg0.94Ti3Zn0.06O8,"220,759,1005,891",10.1016/j.ceramint.2012.12.015,2013,train
Li2Mg0.94Ti3Mn0.06O8,"759,1005,891,559",10.1016/j.ceramint.2012.12.015,2013,train
Li2Mg0.94Ti3Co0.06O8,"759,1005,891,881",10.1016/j.ceramint.2012.12.015,2013,train
SrCrO4,"437,300",10.1016/j.jallcom.2018.06.094,2018,train
ZrCrFe,"538,941,987",10.1016/j.jallcom.2018.04.250,2018,test
Sr0.5Ce0.25O1,"300,412",10.1016/j.optmat.2018.04.014,2018,train
Ba0.1093Ti0.4372Zn0.0164O1,"759,40,220",10.1016/j.ceramint.2016.01.174,2016,val
Ba0.1Ti0.45O1,"759,40",10.1016/s0272-8842(99)00025-5,2000,train
Ti0.3333Zn0.3333O1,"759,220",10.1016/j.ceramint.2011.12.078,2012,train
Mg0.0333Ti0.3333Zn0.3O1,"759,835,220",10.1016/j.ceramint.2011.12.078,2012,train
Li0.25Mn0.5O1,"1005,567",10.1016/s0378-7753(99)00106-8,1999,train
Mn2ZnO4,"220,242",10.1016/s0378-7753(99)00106-8,1999,train
MgAl3.6O6.4,"835,671",10.1016/j.jeurceramsoc.2018.04.057,2018,test
Na0.1562Lu0.2812F1,"212,163",10.1016/j.jallcom.2018.06.286,2018,test
Nb0.3333Zn0.1667O1,"526,220",10.1016/s0272-8842(03)00068-3,2004,train
Mg0.1667Nb0.3333O1,"835,526",10.1016/s0272-8842(03)00068-3,2004,train
Ca0.61Nd0.26TiO3,"759,184,983",10.1016/j.ceramint.2018.01.207,2018,train
Ca0.2033Nd0.0867Ta0.0042Ti0.325Cr0.0042O1,"437,114,759,184,983",10.1016/j.ceramint.2018.01.207,2018,train
Ca0.61Nd0.26Ti0.95Ta0.025Cr0.025O3,"437,114,759,184,983",10.1016/j.ceramint.2018.01.207,2018,train
Ca0.2033Nd0.0867Ta0.0125Ti0.3083Cr0.0125O1,"437,114,759,184,983",10.1016/j.ceramint.2018.01.207,2018,train
Ca0.61Nd0.26Ti0.9Ta0.05Cr0.05O3,"437,114,759,184,983",10.1016/j.ceramint.2018.01.207,2018,train
Ca0.2033Nd0.0867Ta0.0208Ti0.2917Cr0.0208O1,"437,114,759,184,983",10.1016/j.ceramint.2018.01.207,2018,train
Ba0.2833Ca0.05Zr0.0333Ti0.3O1,"759,40,3,983",10.1016/j.jeurceramsoc.2018.06.008,2018,train
Ca0.1429Al0.5714O1,"671,983",10.1016/s0955-2219(00)00123-0,2000,train
Li6W6Al2O24,"243,854,671",10.1016/j.jallcom.2018.06.141,2018,test
Mg0.9Ni0.1SiO3,"835,746,152",10.1016/j.jeurceramsoc.2017.03.047,2017,train
BaTa0.333Nb0.333Zn0.333O3,"114,526,220,40",10.1016/j.ceramint.2011.08.040,2012,train
Ba0.3333Ta0.2223Zn0.111O1,"114,220,40",10.1016/j.ceramint.2011.08.040,2012,train
La0.2222Mo0.2222O1,"824,208",10.1016/j.jeurceramsoc.2016.08.006,2017,train
Ba0.06La1.94Mo2O9,"824,40,208",10.1016/j.jeurceramsoc.2016.08.006,2017,train
Ba0.12La1.88Mo2O9,"824,40,208",10.1016/j.jeurceramsoc.2016.08.006,2017,train
Ba0.18La1.82Mo2O9,"824,40,208",10.1016/j.jeurceramsoc.2016.08.006,2017,train
Ba0.0222La0.2Mo0.2222O1,"824,40,208",10.1016/j.jeurceramsoc.2016.08.006,2017,train
Ba0.24La1.76Mo2O9,"824,40,208",10.1016/j.jeurceramsoc.2016.08.006,2017,train
Ba0.9Sr0.1TiO3,"759,300,40",10.1016/j.ceramint.2011.03.080,2011,train
Ba0.3Sr0.0333Zr0.0133Ti0.32O1,"759,300,40,3",10.1016/j.ceramint.2011.03.080,2011,train
Ba0.9Sr0.1Zr0.08Ti0.92O3,"759,300,40,3",10.1016/j.ceramint.2011.03.080,2011,train
Ba0.9Sr0.1Zr0.12Ti0.88O3,"759,300,40,3",10.1016/j.ceramint.2011.03.080,2011,train
Fe0.2223Pb0.3333W0.111O1,"454,243,289",10.1016/j.ceramint.2009.12.001,2010,train
Nb0.3333Zn0.1667O1,"526,220",10.1016/j.ceramint.2007.09.032,2008,train
Ti0.85Sn0.15O2,"759,248",10.1016/j.ceramint.2007.09.032,2008,train
Ti0.7Sn0.3O2,"759,248",10.1016/j.ceramint.2007.09.032,2008,train
Ti0.51Nb0.267Zn0.133Sn0.09O2,"759,526,248,220",10.1016/j.ceramint.2007.09.032,2008,train
Ti0.42Nb0.267Zn0.133Sn0.18O2,"759,526,248,220",10.1016/j.ceramint.2007.09.032,2008,train
La0.02Zr0.75Ti0.1Pb0.97Sn0.15O3,"454,824,3,759,248",10.1016/j.ceramint.2014.03.088,2014,train
La0.06Nb2Pb0.94O6,"454,526,824",10.1016/j.ceramint.2011.05.009,2011,train
Ni3PbP3O12,"454,578,253,230",10.1016/j.jallcom.2018.06.209,2018,test
Ni0.25P0.25Pb0.0833O1,"454,578,253,230",10.1016/j.jallcom.2018.06.209,2018,test
Al1Fe0.1905Cu0.3968,"941,161,228",10.1016/s0925-8388(02)00279-7,2002,train
Fe12Cu24Zn2Al62,"941,161,228,628",10.1016/s0925-8388(02)00279-7,2002,train
Ca0.0833Ti0.3333Cu0.25O1,"818,759,983",10.1016/j.ceramint.2006.04.003,2007,train
Sr0.125Li0.5Ca0.125Si0.25O1,"746,983,1005,300",10.1016/j.ceramint.2014.02.073,2014,train
Yb0.1667Ta0.1667Pb0.3333O1,"454,617,114",10.1016/s0955-2219(03)00533-8,2004,train
Na0.1667Ti0.3333Bi0.1667O1,"759,192,951",10.1016/j.jallcom.2018.04.329,2018,train
Li3.3PO4,"854,178",10.1016/j.ssi.2018.07.011,2018,test
Al0.3333Si0.6667N1O0.3333,"789,619,671",10.1016/j.jeurceramsoc.2018.01.042,2018,train
Y0.4Al2.3Si9.7N14.9O1.1,"789,671,865,619",10.1016/j.ceramint.2014.04.002,2014,train
Al1Si1N1O1,"789,671,619",10.1016/j.ceramint.2014.04.002,2014,train
Y0.2857Ti0.2857O1,"759,865",10.1016/j.ceramint.2018.02.170,2018,train
Y0.2857Ti0.2857O1,"759,865",10.1016/j.ceramint.2018.02.170,2018,train
Fe2Al198O300,"671,441",10.1016/s0955-2219(02)00400-4,2003,train
Y0.1Pd0.9,"25,984",10.1016/s0925-8388(96)03078-2,1997,train
Na3PSe4,"252,499,904",10.1016/j.nanoen.2018.07.036,2018,val
Ba0.3333Ca0.1111Nb0.2222O1,"526,40,983",10.1016/j.ceramint.2016.08.113,2016,train
Zr0.847Ti0.039Nb0.02Pb0.99Sn0.094O3,"454,526,3,759,248",10.1016/j.ceramint.2014.03.121,2014,train
Zr0.173Ti0.1537Nb0.0067Pb0.3333O1,"454,759,526,3",10.1016/j.jeurceramsoc.2016.06.038,2016,train
Ca0.375P0.25O1,"360,983",10.1016/j.jeurceramsoc.2017.08.004,2018,train
Zn0.25Ga0.5O1,"593,220",10.1016/j.mssp.2016.09.005,2016,train
Ca0.4Al0.2Fe0.2O1,"289,671,983",10.1016/s0008-8846(99)00008-3,1999,train
Fe0.3333Bi0.3333O1,"192,289",10.1016/j.nanoen.2018.01.003,2018,train
Sr0.25Al0.5O1,"671,300",10.1016/s0022-3697(98)00070-5,1998,train
Sr2PdO3,"300,28",10.1016/s0925-8388(02)00515-7,2002,train
Sr2PdO3,"300,28",10.1016/s0925-8388(02)00515-7,2002,train
Sr0.6667Pd0.3333O1,"300,28",10.1016/s0925-8388(02)00515-7,2002,train
Sr0.6667Pd0.3333O1,"300,28",10.1016/s0925-8388(02)00515-7,2002,train
SrFe12O19,"289,777",10.1016/j.jallcom.2018.06.071,2018,train
Ti0.3333Pb0.1667O1,"454,759",10.1016/j.jallcom.2018.06.071,2018,train
BaNd2TiO6,"759,184,40",10.1016/j.ceramint.2004.08.005,2005,train
Ca0.1429Al0.5714O1,"671,983",10.1016/s0272-8842(97)00004-7,1998,train
Ca0.3333Zr0.3333O1,"3,983",10.1016/s0272-8842(97)00004-7,1998,train
Mn0.625Ga0.4583Ni1,"533,726,1011",10.1016/j.matdes.2017.09.005,2017,train
Ca0.9V0.1W0.9Bi0.1O4,"243,192,560,983",10.1016/j.ceramint.2012.07.106,2013,train
Ca0.8V0.2W0.8Bi0.2O4,"243,192,560,983",10.1016/j.ceramint.2012.07.106,2013,train
Ca0.7V0.3W0.7Bi0.3O4,"243,192,560,983",10.1016/j.ceramint.2012.07.106,2013,train
Ca0.6V0.4W0.6Bi0.4O4,"243,192,560,983",10.1016/j.ceramint.2012.07.106,2013,train
Ca0.5V0.5W0.5Bi0.5O4,"243,192,560,983",10.1016/j.ceramint.2012.07.106,2013,train
Ca3Cr0.06Co1.94O6,"437,983,291",10.1016/s0925-8388(03)00041-0,2003,train
Ca3Co1.94Cu0.06O6,"543,983,291",10.1016/s0925-8388(03)00041-0,2003,train
Ba0.05La0.95CoO3,"824,40,881",10.1016/j.ceramint.2016.01.016,2016,train
Sr0.25Ca0.125Cu0.25Bi0.25O1,"818,192,983,300",10.1016/j.ceramint.2015.10.137,2016,train
Sr2Ca0.95Y0.05Cu2Bi2O8,"818,192,865,983,300",10.1016/j.ceramint.2015.10.137,2016,train
Sr2Ca0.925Y0.075Cu2Bi2O8,"818,192,865,983,300",10.1016/j.ceramint.2015.10.137,2016,train
Sr2Ca0.9Y0.1Cu2Bi2O8,"818,192,865,983,300",10.1016/j.ceramint.2015.10.137,2016,train
Sr0.25Ca0.1Y0.025Cu0.25Bi0.25O1,"818,192,865,983,300",10.1016/j.ceramint.2015.10.137,2016,train
Dy0.3Y1.7Si2O7,"746,32,865",10.1016/j.jeurceramsoc.2018.04.021,2018,train
Li0.5Al0.5O1,"1005,671",10.1016/j.ceramint.2010.03.032,2010,train
Li0.5Al0.5O1,"1005,671",10.1016/j.ceramint.2010.03.032,2010,train
Li0.5Al0.5O1,"1005,671",10.1016/j.ceramint.2010.03.032,2010,train
Mg0.25W0.25O1,"243,835",10.1016/s0254-0584(02)00058-5,2002,train
MgNb2O4,"526,835",10.1016/s0254-0584(02)00058-5,2002,train
Li0.6667Ti0.3333O1,"759,1005",10.1016/j.jeurceramsoc.2017.07.032,2018,train
Ba0.1667P0.3333O1,"253,40",10.1016/s0924-2031(03)00062-6,2003,train
Ti0.25Sn0.25O1,"759,248",10.1016/s0925-8388(01)01894-1,2002,train
Ti0.25Sn0.25O1,"759,248",10.1016/s0925-8388(01)01894-1,2002,train
Ti0.25Sn0.25O1,"759,248",10.1016/s0925-8388(01)01894-1,2002,train
Ca3P2O8,"253,983",10.1016/j.jeurceramsoc.2013.11.010,2014,train
Li0.5833La0.25Zr0.1667O1,"824,3,1005",10.1016/j.jpowsour.2018.05.028,2018,train
Li6.25La3Zr2Al0.25O12,"824,3,1005,671",10.1016/j.jpowsour.2018.05.028,2018,train
ZnGa2O4,"593,220",10.1016/j.ceramint.2017.07.104,2017,train
Cu0.05Zn0.95Ga2O4,"818,593,220",10.1016/j.ceramint.2017.07.104,2017,train
Li0.5833La0.25Hf0.1667O1,"1005,824,516",10.1016/j.jpowsour.2018.04.066,2018,train
Li6.04La3Hf2Al0.32O12,"671,1005,824,516",10.1016/j.jpowsour.2018.04.066,2018,train
Sr0.0333La0.3Mg0.0667Ga0.2667O1,"824,593,835,300",10.1016/s0167-2738(00)00744-x,2000,train
Ba0.2Y0.4Cu0.2O1,"818,40,865",10.1016/s0167-577x(99)00178-0,2000,train
Lu0.2857Si0.2857O1,"746,317",10.1016/j.ceramint.2005.05.014,2006,train
Na3MgZrP3O12,"253,3,762,951",10.1016/j.materresbull.2018.06.022,2018,test
Mg0.1667Nb0.3333O1,"526,762",10.1016/j.ceramint.2014.07.138,2015,train
Li0.1167La0.1833Ti0.3333O1,"759,1005,824",10.1016/s0167-2738(99)00073-9,1999,train
Mg96Y3Ni,"37,726,984",10.1016/j.msea.2015.09.057,2015,val
Mg95.9Y3Ti0.1Ni,"972,37,726,984",10.1016/j.msea.2015.09.057,2015,val
Mg95.8Y3Ti0.2Ni,"972,37,726,984",10.1016/j.msea.2015.09.057,2015,val
Mg95.6Y3Ti0.4Ni,"972,37,726,984",10.1016/j.msea.2015.09.057,2015,val
VMoMn2.5O8,"559,560,208",10.1016/s0925-8388(97)00574-4,1998,train
V0.7Mo1.3Mn2.35O8,"567,560,208",10.1016/s0925-8388(97)00574-4,1998,train
V0.94Mo1.06Mn2.47O8,"560,801,208",10.1016/s0925-8388(97)00574-4,1998,train
Ag1Au0.3333,"606,561",10.1016/j.actamat.2016.07.033,2016,train
Ba0.1111Ti0.4444O1,"759,40",10.1016/j.matdes.2017.05.086,2017,train
TiSi40C41,"18,1022",10.1016/j.jeurceramsoc.2017.02.020,2017,train
TiSi20C21,"18,1022",10.1016/j.jeurceramsoc.2017.02.020,2017,train
Li0.1667La0.1667Ti0.3333O1,"759,1005,824",10.1016/j.jeurceramsoc.2018.05.023,2018,train
Li0.167La0.1667Ti0.3333O1,"759,1005,824",10.1016/j.jeurceramsoc.2018.05.023,2018,train
Mg0.1667Nb0.3333O1,"526,835",10.1016/s0955-2219(98)00372-0,1999,train
Mg0.111Nb0.2223Pb0.3333O1,"454,526,835",10.1016/s0955-2219(98)00372-0,1999,train
YCo3,"1020,984",10.1016/s0925-8388(03)00260-3,2003,train
Li0.5Co0.5O1,"341,1010",10.1016/j.jpowsour.2018.03.076,2018,train
Gd0.2857Zr0.2857O1,"729,3",10.1016/j.jeurceramsoc.2016.09.034,2017,train
Gd0.1714Zr0.2571U0.0857O1,"442,729,3",10.1016/j.jeurceramsoc.2016.09.034,2017,train
U0.84Gd0.88Zr1.72O7,"442,729,3",10.1016/j.jeurceramsoc.2016.09.034,2017,train
Na4P2O7,"951,868",10.1016/j.jnoncrysol.2018.06.007,2018,test
SrCe0.95Y0.05O3,"300,865,1028",10.1016/s0167-2738(98)00301-4,1998,train
Mg2V3FeO11,"289,560,835",10.1016/s0925-8388(99)00662-3,2000,train
V3FeZn2O11,"289,560,220",10.1016/s0925-8388(99)00662-3,2000,train
Mg3V6Fe4O24,"289,560,835",10.1016/s0925-8388(99)00662-3,2000,train
Mg0.1818V0.2727Fe0.0909O1,"289,560,835",10.1016/s0925-8388(99)00662-3,2000,train
V6Fe3.43Zn3.86O24,"289,560,220",10.1016/s0925-8388(99)00662-3,2000,train
V0.2727Zn0.1818Fe0.0909O1,"289,560,220",10.1016/s0925-8388(99)00662-3,2000,train
CaZr0.7Cr0.3O3,"437,3,983",10.1016/j.snb.2018.03.097,2018,train
CaZr0.7Co0.3O3,"3,983,291",10.1016/j.snb.2018.03.097,2018,train
CaZr0.7Fe0.3O3,"3,983,289",10.1016/j.snb.2018.03.097,2018,train
Na0.175Ba0.65TiBi0.175O3,"759,192,951,40",10.1016/j.jeurceramsoc.2017.03.071,2017,train
Ba0.1667Nb0.3333O1,"526,40",10.1016/j.ceramint.2005.05.020,2006,train
Na3Zr1.9Ge0.1Si2PO12,"746,253,3,798,951",10.1016/j.jpowsour.2018.07.113,2018,train
Na3Zr1.8Ge0.2Si2PO12,"746,253,3,798,951",10.1016/j.jpowsour.2018.07.113,2018,train
Y0.16Zr0.92O2.08,"865,3",10.1016/j.matchemphys.2018.06.026,2018,train
Y0.0747Zr0.4295Ti0.0144O1,"759,865,3",10.1016/j.matchemphys.2018.06.026,2018,train
Y0.0725Zr0.4167Ti0.0289O1,"759,865,3",10.1016/j.matchemphys.2018.06.026,2018,train
Y0.0702Zr0.4039Ti0.0434O1,"759,865,3",10.1016/j.matchemphys.2018.06.026,2018,train
Y0.068Zr0.391Ti0.058O1,"759,865,3",10.1016/j.matchemphys.2018.06.026,2018,train
Y0.136Zr0.782Ti0.15O2.068,"759,865,3",10.1016/j.matchemphys.2018.06.026,2018,train
Yb0.25Nb0.25O1,"617,526",10.1016/s0955-2219(01)00062-0,2001,train
Zr5Ti48Ni47,"538,972,726",10.1016/s0925-8388(97)00448-9,1998,train
Zr10Ti43Ni47,"538,972,726",10.1016/s0925-8388(97)00448-9,1998,train
Zr15Ti38Ni47,"538,972,726",10.1016/s0925-8388(97)00448-9,1998,train
Zr20Ti33Ni47,"538,972,726",10.1016/s0925-8388(97)00448-9,1998,train
ZnS,"908,648",10.1016/j.ceramint.2012.12.064,2013,train
Zn1S1,"908,648",10.1016/j.ceramint.2012.12.064,2013,train
Zn1S1,"908,648",10.1016/j.ceramint.2012.12.064,2013,train
Ca0.0833Ti0.3333Cu0.25O1,"818,759,983",10.1016/j.jallcom.2018.07.293,2018,train
Nb2Al2B6SiO7,"746,526,93,161",10.1016/j.ceramint.2015.11.028,2016,val
Fe0.2223Pb0.3333W0.111O1,"454,243,289",10.1016/s0925-8388(02)00204-9,2002,train
MoSiP2O10,"746,208,868",10.1016/s0022-3093(98)00686-3,1998,train
Ce2W3O12,"243,412",10.1016/j.ceramint.2010.02.026,2010,train
Mg0.1667Nb0.3333O1,"835,526",10.1016/j.jeurceramsoc.2017.09.035,2018,train
UGa2,"1011,400",10.1016/s0925-8388(98)00381-8,1998,train
Sr0.1111Ta0.2111Ti0.0222Bi0.2111O1,"114,759,192,300",10.1016/s0272-8842(02)00192-x,2003,train
Ba0.3333Zr0.0167Ti0.3167O1,"3,759,40",10.1016/j.ceramint.2015.03.059,2015,train
Nb0.25Zn0.375O1,"526,220",10.1016/j.ceramint.2012.10.088,2013,train
W3Al4O15,"243,20",10.1016/s0167-2738(98)00321-x,1998,train
Na0.1667Ti0.3333Bi0.1667O1,"759,192,951",10.1016/j.ceramint.2014.08.140,2015,train
BaTiO3,"759,40",10.1016/j.ceramint.2007.08.009,2008,train
Na0.025Ba0.95TiBi0.025O3,"759,192,951,40",10.1016/j.ceramint.2007.08.009,2008,train
Na0.03Ba0.94TiBi0.03O3,"759,192,951,40",10.1016/j.ceramint.2007.08.009,2008,train
Ba0.3Na0.0167Ti0.3333Bi0.0167O1,"759,192,951,40",10.1016/j.ceramint.2007.08.009,2008,train
NiCuSi,"514,228,726",10.1016/j.matchar.2018.08.003,2018,test
Sr2PrO4,"663,300",10.1016/s0925-8388(00)00785-4,2000,train
WTl2O4,"243,893",10.1016/s0022-3697(98)00339-4,1999,train
Ba0.3333Zr0.3333O1,"295,970",10.1016/s0925-8388(01)01785-6,2002,train
Gd3Fe3Al2O12,"289,729,671",10.1016/s0925-8388(03)00293-7,2003,train
Ca0.5Al0.3333O1,"671,983",10.1016/j.cemconres.2017.03.011,2017,train
Ca0.25Al0.5O1,"671,983",10.1016/j.cemconres.2017.03.011,2017,train
Fe0.4444Bi0.2222O1,"192,289",10.1016/j.ceramint.2013.03.025,2013,train
Fe0.4444Bi0.2222O1,"192,289",10.1016/j.ceramint.2013.03.025,2013,train
BaCo2O4,"291,40",10.1016/s1293-2558(00)00108-4,1998,train
Ba0.3267Ca0.0067Zr0.0067Ti0.3267O1,"3,759,983,40",10.1016/j.ceramint.2014.08.104,2015,train
Li0.0833Ca0.25Mg0.0833V0.25O1,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
LiCa2.994MgV3O12,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
LiCa2.985MgV3O12,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
LiCa2.97MgV3O12,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
Li0.0833Ca0.245Mg0.0833V0.25O1,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
LiCa2.91MgV3O12,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
Li0.0833Ca0.24Mg0.0833V0.25O1,"983,1005,303,835",10.1016/j.ceramint.2018.03.043,2018,val
Zn0.625In0.25O1,"638,220",10.1016/j.jeurceramsoc.2017.03.019,2017,train
Zn0.7857In0.1429O1,"638,220",10.1016/j.jeurceramsoc.2017.03.019,2017,train
Zn18In2O21,"638,220",10.1016/j.jeurceramsoc.2017.03.019,2017,train
CaThP2O8,"360,469,983",10.1016/j.jeurceramsoc.2016.07.016,2016,train
La55Ni20Cu20Al25,"161,228,811,726",10.1016/s0022-3093(99)00140-4,1999,train
Ca0.3333Co0.4444O1,"983,291",10.1016/j.ceramint.2016.04.037,2016,train
La0.3588Si0.2308O1,"746,824",10.1016/j.ceramint.2016.09.095,2016,train
Ba1.95Nd1.05Cu3O7,"818,40,184",10.1016/s0009-2614(98)00863-x,1998,train
Ba1.95Nd0.55Pr0.5Cu3O7,"818,663,40,184",10.1016/s0009-2614(98)00863-x,1998,train
Ti0.3333Pb0.3333O1,"454,759",10.1016/s0169-4332(98)00679-5,1999,train
Na0.385Sr0.23TiBi0.385O3,"759,192,300,951",10.1016/j.jeurceramsoc.2017.03.070,2017,train
Na0.1283Sr0.0767Ti0.3318Fe0.0015Bi0.1283O1,"759,192,289,300,951",10.1016/j.jeurceramsoc.2017.03.070,2017,train
Na0.385Sr0.23Ti0.991Fe0.009Bi0.385O3,"759,192,289,300,951",10.1016/j.jeurceramsoc.2017.03.070,2017,train
Ba0.2667Sr0.0667Ti0.325Nb0.0056Zn0.0028O1,"526,220,759,300,40",10.1016/j.ceramint.2016.01.013,2016,train
Ba0.2667Sr0.0667Ti0.3167Nb0.0111Zn0.0055O1,"526,220,759,300,40",10.1016/j.ceramint.2016.01.013,2016,train
Ba0.2667Sr0.0667Ti0.3Nb0.0222Zn0.0111O1,"526,220,759,300,40",10.1016/j.ceramint.2016.01.013,2016,train
Ba0.8Sr0.2Ti0.85Nb0.1Zn0.05O3,"526,220,759,300,40",10.1016/j.ceramint.2016.01.013,2016,train
Nd0.3333Mg0.1667Ti0.1667O1,"835,759,184",10.1016/j.ceramint.2009.05.016,2009,train
Nd0.3333Mg0.1667Ti0.1667O1,"835,759,184",10.1016/j.ceramint.2009.05.016,2009,train
Zn0.15Fe0.5Cu0.05Ni0.05O1,"818,220,152,289",10.1016/j.ceramint.2014.01.139,2014,train
Nb0.2143Zn0.1429Bi0.2143O1,"526,192,220",10.1016/s0272-8842(01)00084-0,2002,train
Nb0.1905Zn0.131Sn0.0357Bi0.2143O1,"526,192,248,220",10.1016/s0272-8842(01)00084-0,2002,train
Nb0.1666Zn0.1191Sn0.0714Bi0.2143O1,"526,192,248,220",10.1016/s0272-8842(01)00084-0,2002,train
Nb0.119Zn0.0953Sn0.1429Bi0.2143O1,"526,192,248,220",10.1016/s0272-8842(01)00084-0,2002,train
Nb0.0714Zn0.0715Sn0.2143Bi0.2143O1,"526,192,248,220",10.1016/s0272-8842(01)00084-0,2002,train
Nb0.25Zn0.375O1,"526,220",10.1016/j.jallcom.2018.04.175,2018,train
Nb0.3333Zn0.1667O1,"526,220",10.1016/j.jallcom.2018.04.175,2018,train
Nb0.25Zn0.375O1,"526,220",10.1016/j.jallcom.2018.04.175,2018,train
Li0.5833La0.25Zr0.1667O1,"824,1010,3",10.1016/j.jeurceramsoc.2018.02.032,2018,train
Nb0.2222Bi0.2222Pb0.1111O1,"454,526,192",10.1016/s0167-2738(98)00222-7,1998,train
LaAl11O18,"824,671",10.1016/s0272-8842(01)00049-9,2001,train
LaTi3Al8O18,"824,759,671",10.1016/s0272-8842(01)00049-9,2001,train
LiNiPO4,"1005,360,152",10.1016/s0921-5107(02)00574-3,2003,train
